親字	同	简化字	类推简化字	讹字	通
樇					
樈					
樉	𣜪󰝦				
樊	𤕩				
樋					
樍					
樎					
樏					
樓	𩫰𰘂󰝝	楼		𡳫	
樔					
樕	㯈𣙙				
樖					
樗	櫖				
樘	橖				
標	墂𢰳𢲗𣠙	标			
樚	󰝣				
樛	𣚉				
樝	𣕈󰝏				
樞		枢			
樟					
樠	槾		𣗊		
模	㷻𡆶𡘲𤏠				
樢					
樣	𪮲󰡲	样			
樥					
樨					
横					
樫			㭴		
樲			𬃘		
樳			桪		
樴	𣖿				職
樵	櫵藮𣟶			𦿕𧄡	
樶	𣖱𰘢				
樷					
樸	檏	朴			
樹	侸𠊪𡬾𢒳𣕒𣗳𣚤𨅒	树			
樺	檴𣛛𣛲	桦			
樻	𣟨		𭫀		
樽	壿𱀵				
樾	𣙾𣜀󸌎				
樿			椫		
橀	𣕆				
橁	槆				
橂					
橃					
橄					
橅			𬂠		
橇	䢪橋毳				
橈	𦪛	桡			
橉					
橋	槗	桥			
橌	橺				
橍					
橎					
橏	𣜆				
橐	槖𡇈𢅍				
橑	𢄷				
橒					
橔					
橕	𣛟				
橖					
橗					
橘	桔				
橙	䔲				
橚			𰗹		
橛	柽橜氒𣐍󰣦				
橝	𣡣				
橞	槥				
機		机			
橠				𢰜	
橡					
橢	㯐㰐楕𤛩	椭			隋
橣					
橤	𢣳𦁞𰘭				
橦	㮔				
橧	𧲅󰝡				
橨			𰗺		
橩					
橪					
橬					
橭	𣖥				
橱	櫥				
橽					
橾					
橿					
檀	𣞀𩠽				
檂					
檃	檼				
檄	𣜥				
檇	㰎槜欈				
檈	𣞲				
檉		柽			
檋	蹻𣐊𣔑𣞶𣞹𣡴		𰘈		
檍	𣚍𣟥			𣟻	
檎					
檐	厃櫩簷𣡞𤖝󰩄󰝛󰝮			𣚞	
檑					
檒	𩙐				
檓					
檔		档			
檕					
檖	𣔾				
檗	㮆檘蘖𢱂𣎴𣔏𣕀𣖂󰡒󰠻			𢮡𣠌	
檛	𥬲		𭪆		
檜		桧			
檞					
檟	榎	槚			
檠	㯳擏𢐧				
檡			𰗛		
檢		检			
檣	𣝿𣞱𣞸𤕽𰔉𰔩󰝳	樯			
檤	𣜦				
檥			𭩚		
檦				㯹𢷋	
檧	䈡䉥				
檨	檨				
檩	檁				
檫					
檬					
檭			𣘴		
檮	𣚑𣝷𤘀		梼		
檯	枱	台			
檰	㰃		𰘣		
檲					
檳		槟			
檴	㯉				
檵			𪲛		
檷	鈮鑈𣐐		𪱾		
檸		柠			
檹	𣚂				
檺					
檻		槛			
檼					
檽	𣚐				
檾	䔛𣘑𤍔𥣻𦼖𰘓				
檿	𣝓		𰗜		
櫂	䑲棹				濯
櫃		柜			
櫅			𪲎		
櫇					
櫋	𣝼				
櫍			𬃊		
櫎	横		𰗓		
櫏			𰗬		
櫑	𤴊𥃇			𤴇	
櫓	㯭樐艣艪󰳱󰝶	橹	𫇛		
櫔			栃		
櫖					
櫗					
櫙	藲				
櫚		榈			
櫛	扻	栉			
櫜	𡒩𩏤				
櫝	匵樚	椟			
櫞		橼			
櫟		栎			
櫠			𪲮		
櫡	𣃑𨮿				
櫢			𰘸		
櫧	楮	槠			
櫨		栌			
櫩	𢸴		𰘠		
櫪	𣙽	枥			
櫫	橥				
櫬	藽𧅜	榇			
櫭	概				
櫮					
櫯					
櫰					
櫱					
櫲	𣛿				
櫳	槞	栊			
櫶			𬃫		
櫸		榉			
櫹			𰘩		
櫺	㯪			𢸲	
櫻	𰗻	樱			
櫼	㰇				
櫽			𬄩		
櫾	𣟾				
櫿					
欀					
欁					
欂					
欃	𣔵𣛳𣝊				
欄		栏			
欆	𢅻				
欇	𣠞		𪳍		
欈					
欉					
權	権𫞐	权			
欋					
欏		椤			
欐			𪲔		
欑	櫕		𪴙		
欒	栾𣡵				
欓			𣗋		
欔					
欖	㰖	榄			
欗					
欘	𣚚				
欙					
欚	𣜡𦫆𦫈				
欛	𣠽				
欜					
欞		棂			
欠	㐸缼𣣓𰶷				
次	𠕞𠤣𣄭𦮏			𣬌	
欣	惞				
欥					
欦	㰹				
欨					
欩					
欪					
欫					
欬	𤸺				
欭	𰙌				
欮	󰣪󰣩				
欯					
欰					
欱	𣣹				
欲	𡟔				
欴					
欶	𠲿				
欷	𣣐󰘲				
欸					
欺					
欻	歘𤆞				
欽	𣣽𰙓󰣮	钦			
款	㱁欵歀𣢸𣢻𣣇𣣙𣤂𰙒󵇀󰣱				
欿	𣣻𣤉				
歁					
歂	𣤀				
歃	㰱哈喋𣣨			𣣮	
歄					
歅					
歆					
歇	󵇇				
歈	𣤏𭭖				
歉	䭑				嗛
歊	歒𣤙				
歋	𣣢				
歌	謌𡃭𣤑𣤒𰙔󰣭		𬤐		
歍			𰙋		
歎	𣥁𧥞𪇽				
歏					
歐	𣢨𧖼	欧			
歑	𣣍𣣕				
歒					
歔	𡃧󵇈				
歖					
歙	㒆				
歛			𰙎		
歜	𧃏				
歞					
歟	欤與				
歠	𡂜𣤌𣤕󰣴				
歡	孉懽歓𧆒𩦘𩿊𭭕𡢸	欢	𱉒		
止					
正	㱏𠙺𣥔𧾸				
此	𣥅				
步	歨𡵯𣥶			歩	
武	𢎁𢨂				
歧	䅩𣥖				
歪	竵𥫀𥫇𰀚				
歫					
歭					
歱	𣦟				
歲	㞸亗嵗𡶣𡹖𡻕𢧁𢧡	岁			
歶					
歷	儮厯歴𠪱𡿌𢊆𢍷	历			
歸	㱕䢜帰皈𡚖𢅦𢅨𣦨𤾤𨓼𨺔𨺜𫨬	归			
歹	歺𡰤𡰮𣦵𣦶				
死	𠒁𢀸𣥴𣦸𣦹𣦾𣧇𤯽𦫺𦭀			𠑾	
歽					
殁	圽歾歿𣧒𣨏				
殂	𠹨𡲡𣧫𣨐𣨖𣩋󰱻󰣗				
殃	䄃𢈮𤸡𥙏				
殄	𣦺𣧠𣧢𦔿𦗀󰕯				填典
殅					
殆					
殈					
殉					
殊	𠙎𡥛𡧔				
殌					
殍	莩𣧶𣨈𦖀𦹡󰞀				
殎					
殏					
殐					
殑	𣩦				
殔					
殕					
殖					
殗					
殘	㱚𣧻󰝿	残			
殙	㱪𣧟𩔉䪸𩑥				
殛					
殜	𣨚𣩣𣩨				
殝					
殞		殒			
殟					
殠	𣧁				
殢			𣨼		
殣	𣩲			𦹠	
殤		殇			
殥					
殦					
殧					
殨		㱮			
殩					
殪	𡔸𣨑𣩉𰊗				
殫		殚			
殬	睪				
殭					
殮	㱨	殓			
殯	𡒨	殡			
殰	贕𦢌𧸷		㱩𫧿		
殲	𣨦𰒬	歼			
殳	杸𢎦				
段	𠩻𠪅			𢼷	
殶					
殷	磤𣪞				
殸					
殹				𥏏	
殺	杀閷𠄒𡺧𢁛𢎓𢼡𢼢𢼯𢼴𢼵𢽅𢽆𢽘𢽯𢽺𢾈𢿔𢿹𣀎𣏂𣪆𣪖𣪩𤔮𧤿𰚄󰞯󰞫				
殼	殻𰚉壳	売			
殽	𫾼				
殾					
殿	𣪍𣪫󰞵			𣪪	
毁	䃣䛼譭𡒂𢾌𣪷𪑺𭮳䃣󰣼󰣹		𰦨		
毃					
毅	䝘𣪣𣫖𣫚𤝈				
毆	摳敺𠥝𣪅	殴			
毇	𥶵𥼹𥽂				
毈	㱭				
毉					
毊			𪵑		
毋	母				
毌					
母					
每	𡴋𡴕𣫭󰖄				
毐					
毒	𡴛𡹆𦸕𧉉󰳄			𤯟	
毓	艈				
比	夶󰞉󰕘				俾
毖					
毗	毘𣬈𣬖𤰨				
毚					
毛	㧌				
毞	紕			𣭁	
毠					
毢					
毣	𣭜				
毥					
毦	𣭞				
毧	𰚮				
毨	𣭟𣭡𨾷				
毪					
毫	乚𡨉				
毬	皳𣭳				
毭					
毯	㲜䋬			㲭𦁔	
毰	𰚢				
毲					
毳	𣯝𣯠𣰗𰚳󰢦				
毷					
毸	𣯧𣯯				
毹	毺氀𣭴𣭵𣮵𣯁𣰎𣰟				
毻	毤𣮲				
毼	𣭸𣯇󰢮				
毽					
毾	𣯈𣯾𣰅𧝅				
毿	𣯶𣯺	毵			
氀	㲎𣯫𣰝󰢵		𰚦		
氁					
氂	㲠𣭭𣮋𣯕𣯛𰚥𰚨𰚰󰲳󰢫󰢭󰢴				
氃					
氄	䩸𣭲𣰇𤮤󰮪				
氅	𪅶				
氆	𣯽				
氈	毡氊𣭣𣮿𣰔𩉗𩉘𩎄𩯤				
氉					
氋					
氌		氇			
氍	㲘𣭂𣭳𣮔𣯑𣯒𣰧𣰽				
氏					
氐	𢎮𰁘				
民	𠘽𡻾󰘶			𤱂	
氓	𣱅𦫋			䇇	
气					
氕					
氖					
氘					
氙					
氚					
氛					
氜					
氝					
氟					
氠					
氡					
氣	㫓䊠暣炁𣅠𣱖𣱛𤽍	气			
氤					
氥					
氦					
氧					
氨					
氪					
氫		氢			
氬		氩			
氭					
氮					
氯					
氰					
氱					
氲					
水	𣸕𦙙				
氶					
永	𠘷𣱵				
氹	凼				
氻					
氼					
氽	𣵞				
氾					
氿	㲹汣𣲄				
汀	渟𠀩𢆊				
汁					
求	𡨃				
汃	𣱺				
汆					
汈					
汊	㲼㳗				
汋					
汌					
汍					
汎					
汏					
汐	𣲠				
汑					
汒	𣴭				
汓	湭				
汔	𣲁				
汕					
汗	𡊺𣵡				
汘					
汙	䵦汚污涴𣱴𣱾𣴰𣽏				
汛	𣲌				
汜					
汝					
汞	銾				
江					
池	沱				
汥					
汦					
汧					
汨	㵋				
汩					
汪	㳹瀇𠕿𣳫𣴥𣵭				
汫					
汭					
汮					
汯					
汰	汏𡊀𡊌				
汱	𣴒				
汲					
汳					
汴					
汵					
汶	渂𣶌				
汷	泈				
汸					
決	决吷𣲺				
汻					
汼					
汽	滊				
汾	𥦋				
汿	沀				
沁					
沂					
沃	𣵽𦰚			𦮮	
沄					
沅					
沆	𣳞				
沇	㳂沿𡵴				
沈	㕴沉				
沊					
沋					
沌	𣲃				
沍	冱𠖱𣲐𣲑				
沎					
沏					
沐					
沑					
沓					
沔	汅				
沕					
沖	冲祌				
沘					
沙	𡋷𣲓𣲡				
沚					
沛	㳈伂			𥙅	
沜	溿				
沝					
沞					
沟					
没	圽沒𠬛𠬸𣳚𣴬𦐲󰘩				
沫					
沬	湏				
沭	𣻚				
沮					
沰	𣶦				
沱	沲𣴾𣵺𣵻				
河	𢀎				
沴	沵𣳅𤄽󰟵				
沶					
沷					
沸	㵒𣲴𩰾𩱎𩱣				
油					
沺					
治	乿𡭒𣳮𦠋				
沼					
沽	𥂰				
沾					
沿	㳂𡵴󰟴				巡
泀					
況	况湟况				
泂					
泃					
泄	𣲟𣳘				
泅	湭				
泆					
泇					
泉	㟫洤灥𡺙𣹻𤱄𤲴𤽇				
泊	淿				
泋					
泌					
泍					
泎					
泏					
泐	𣲒				
泑					
泒					
泓	汪𣴦󰠇󰟺				
泔	粓				
法	㳒佱灋𢌇𣳴󰲦				
泖					
泗					
泘					
泙					
泚	𣸆				
泛	󰟰				
泜	𣲑󰲣				
泝	㴑𣳙𣴔𣹫󰠆󰟾				
泞					
泠					
泡					
波	𣴫				
泣	𣲔				
泥	坭埿𡊴𡌰			𥩥	
泦	淗𣳣				
泧					
注	澍				
泩					
泫					涓
泬					
泭	坿柎				
泮	冸𣳝				
泯					
泰	冭夳𠆖𠆗𡙥			𠆋	汰
泱					
泲					
泳					
泵					
泿					
洀					
洁					
洃					
洄					
洅					
洆					
洇	潱				
洈					
洉					
洊	󰟱				
洋	𣺸				
洌	𠗢𣶄				
洍	泤				
洎					
洏					
洐					
洑	汱				
洒	𣶇𣶓𣹍				
洓	𣽤𩂴			𩂺	
洔	𣻞				
洕					
洖					
洗	𣳳				
洘					
洙					
洚	𣴗				
洛					
洝					
洞	硐				
洟	䶏𦳂				
洠					
洡					
洢					
洣					
津	𣸁𦨱𦩏𦩦𦩨𦪉𨔥󰨫				
洦	湐				
洧	有				
洨	𣺳				
洩					
洪	潂𤀆𤅏				
洫	淢󰟼				
洬	𣶘				
洭	𣶕󰠊			㳝	
洮	𣴧				
洯					
洰					
洱					
洲					
洳	𣹤				
洴					
洵					
洶	汹𣶑𣺷				
洷					
洸	潢𣴕				
洹	汍𣵨				
洺					
活	𣴠𣸅𣽅𣽰𣿛				
洼	漥𣵾				
洽	冾				
派	𣲖				
洿					
浀					
流	㳅𡵰𣱳𣲖𣳛𣴑𣹭𣹳			𣻤	
浂					
浄	㵾净瀞𤂅𩇝				
浖					
浗					
浘					
浙	淛𣹨				
浚	䜭𣽊󰠀				
浛	淊淦澏𠥴𣻦				
浜					
浝					
浞					
浟					
浠					
浡					
浢					
浣	澣𣴟𣴼𤃬				
浤					
浥	潝				
浦					
浧	𣵹				
浨					
浩	澔𤅆𤅡			𣽋	
浪					琅
浫					
浬					
浭					
浮	酻				
浯					
浰					
浲					
浳					
浴	𣴲				
浵				𣹊	
浶					
海	𣳠𣴴				
浸	㴆濅𡩻𡫏𣷽𣹦𣹰𣺎𣼡𣽧𥧲				
浹	㳌浃𠖹				
浺	㳞				
浻					
浼	凂				
浽					
浾	泟𣵩				
浿			𬇙		
涀					
涂	凃𡌘				
涃					
涄					
涅	坭湼𣵀𰊌𰊒				泥
涆					
涇		泾			
消	㴅𣱩				
涉	㴇𣥿𣻣			渉𣥩𣶵	
涊					
涋					
涌					
涍					
涎	㳄㳭㵪湺𠿢𣳧𣵤𣵿𣶙𣶚𣶛𣶜𣷜𣹺𣼞𨺘𱀌				
涏					
涐					
涑					
涒	汭膯				
涓	㳙𧨜				
涔					
涕	󰠃				
涖					
涘					
涚					
涣	𰝀			𤁊	
涪	𣷧				
涫				㴦	
涬	𣷟𣸖				
涭					
涮					
涯	漄󰮌				
液	洂				
涳					
涴	𣹠𩣵				
涵	汵淊淦𣹢				
涶					
涷			𰛒		
涸	𣲑𤃯				
涹					
涺	𣲻𣶅				
涻					
涼	凉				
涽					
涾					
涿	𣄻𣵠𣺵			𣽗	
淀	𣵦𰛸				
淁					
淂					
淃					
淄	湽𣻲󰠖󰠎󰠏				
淅	𣶁𥺚𥼔				
淆					
淇					
淈	𣽶				
淉					
淊					
淋	痳𩱬				
淌					
淍					
淎					
淏					
淐					
淑	㳤𣻪				
淒	凄				
淓					
淔					
淕					
淖					
淘					
淙					
淚	㴃泪				
淜	𣳷𣻫				
淝					
淞					
淟					
淠	𣴪				
淡					
淢	㳼𣴤				
淣					
淤	𡌧				閼
淦	汵浛𱑊󰖧󰖢				
淩					
淪		沦			
淫	湛𣽮			滛𢝾	
淬	㳃			㳯	
淭	𣸔				
淮					
淯					
淰	𣻧				
深	㴱𣵫				
淲	󰠋				
淳	湻𠩭𣹾𤂸𱩚				敦
淴	淈渞				
淵	㴊㶜囦渁渊灁𠀯𠝃𡆼𡇋𣴸𣴺𣶒𣷨𣷬𣾬𤀵𤂷𰔂				
淶	涞				
混	潉罤𡇯𣋥				緄昆
淹	淊𣼜				
淺	𣻝𤄻󰟶	浅			
添	㬲沗𣍙				
淽					
渀					
渃					
渄					
清	𠗜𨓽			㵙	
渌					
渘					
渚	㵭濐				
減	减				
渜	湪濡				
渝					
渞					
渟					
渠	洰𠍲				
渡	𣳥				
渢		沨			
渣	𥹁𦥬				
渤	㴾				
渥	𩅵				
渦		涡			
渧					
渨					
温					
渫	㳿				
測	𤂄	测			
渭					
渮	𣵣𦶒				
港	溝𣽣𣿑𱧏				
渰	𢍡𩃗				
渱					
渲					
渳					
渴	渇𣊅𣹈				
渵					
渶					
渷					
游	㳺汓𠾈𨒣𨒰				
渹	𤃫				
渺	淼𡙎𣺌𰋩				
渻	𣹴				
渼					
渽	𣴮			溨	
渾		浑			湷
渿					
湀					
湁					
湂					
湃					
湄	𣽪𣾨𤃰𤃱				
湅					
湆	湇				
湈	𣨴				
湉					
湊	凑𣽵				
湋			𣲗		
湍	漙				
湎	䤄𨟺𨡞𩈳				
湑	𣷢				
湒					
湓	㖹汾				
湔	𣹅𣾥				
湕					
湖					
湗					
湘					
湚					
湛	㴴				
湜	㵓				
湝					
湞		浈			
湟					
湠					
湡					
湢					
湣	㬆㳷				
湤					
湥					
湦					
湧					
湨					
湩	𠄉𡦢𧳣𧳿𰁑				
湪					
湫	湬𣹌𨺹				
湭	𦵩				
湮	洇𣽔				
湯	漡	汤			
湰	漋				
湱	𣶥				
湲					
湳					
湴	埿				
湵	𦏇󰪌				
湶					
湷					
湸					
溉					
溋					
溍					
溎					
溏					
源	厵𠫐				
溑					
溒					
溓					
溔					
準	凖	准			
溗	𣽘				
溘	𣹆				
溙					
溚					
溛					
溜	澑瀏𤄐󰠕				
溝	㳰䐟󰠉	沟			
溞					
溟					
溠	𤁺				
溡					
溢	㳑洫				
溣					
溤					
溥					
溦	㵟霺				
溧	𣿚				
溩					
溪	嵠𡏛				
溭	󰠌				
溮		浉			
溯					
溰			𰛥		
溱	潧				
溲	潚𣸈𦦼󰙀				
溳		涢			
溴					
溵					
溶					
溷	𢒤				
溸					
溹	𭲱𭲺				
溺	氼𡲳𤀂				
溻					
溼	濕𣺯𤃁			𣶖	
溽					
溾					
滀					
滁					
滂	汸沗𣶢𣹿				
滃					
滄	濸𣳁𣶟𤀅󰟽	沧			
滅	𢛣𢦹𢧞𢨖𣹹	灭			
滆	𣽐				
滇					
滈	瀥				
滉	潢				
滊					
滋	𣳯𤂇				
滌	𣼝𤂂	涤			
滍					
滎		荥			
滏					
滐					
滑	抇				
滒					
滓					
滔	㴞𣵥				
滕	𣎌𣹸𣽨𤂵󰴆󰣕				
滖					
滘					
滚	𣽙				
滫	𣺫			潃	
滬		沪			
滭	㳼𤅳		𰛡		
滮					
滯	蹛𨘛	滞			
滰					
滱					
滲	㵕涁𰜄󰟳	渗			
滳					
滴	渧𣾪𤁷				
滵					
滶	𣿗				
滷		卤			
滸	汻淲滹	浒			
滹	𣼻𣿋𤀶				
滺					
滻		浐			
滼					
滽					
滿	𠐎𡈪𣼛𩞘	满			
漀					
漁	䰻䱷𣿡𤀯𩵎𩼪󰠑	䲣渔	𱇕		
漂	潎𠷻𣻔𣿖𤄚𱨫				
漃					
漅					
漆	㭍㯃桼𢒡𢽮𣑰𣙉𣴶𣷦𣷵𣸡𣾰𩃲𱧌				
漇					
漈					
漉	渌				
漊		溇			
漌					
漍			𬇹		
漎			𰛏		
漏	屚𢉀𣼣𰍽				
漐			𰛣		
漒					
漓					
演	𤀋				
漕	𤅍				
漖					
漗					
漘	浱滣				
漙	𣶣𣷼𩅂󰮡		𬇘		
漚	渥	沤			
漛					
漜	𡌯				
漝					
漞					
漟					
漠	𥕓				
漡					
漢	㵄𣶔𤁉	汉			
漣		涟			
漤					
漦	𣸗			𣺶	
漧					
漨	浲				
漩					
漪					
漫	澫澷𣸞				
漬	洓𣿙𱩰	渍		𩂺	
漭	汒				
漮	𣾩𨻷				
漯					
漰					
漱	嗽涑潄				
漲	涱	涨			
漳					
漴					
漵	㵰溆				
漶					
漷	𤅝				
漸	湛	渐			塹
漹					
漺					
漻	𣼢𣽓𤁸				
漼	㵏				
漾	瀁				
漿	䊢糨𤕯𤖅𩝫𩝴	浆			
潁	泂𣻯	颍			
潎	𣺲𣽠				
潏					
潐					
潑	𣸍	泼			
潒	𣻍󰠟				
潓					
潔	㓗洯𣳱	洁			
潕	㵲𤅅		𣲘		
潖					
潗	淁				
潘	䊩番𤄜󰠰	谉			審
潙		沩			
潚			㴋		
潛	潜濳		𰊢		漸
潝	㴔				
潞					
潟					
潠	噀𠸃𠸇𠹀𣹎				
潡					
潢					
潣	湏𤀳				
潤		润			
潥					
潦					
潨	潀灇𣽇				
潩					
潪	𤁰𤂥				
潫					
潬			𬈁		
潭	𤁎𤅦				
潮	𣶃				
潯	潭𤃂	浔			
潰	𤃘	溃		𤀭	
潲					
潳					
潵					
潶					
潷	滗𣴡𣺱				
潸	澘				
潺	潹				
潻					
潼					
潽					
潾					
潿		涠			
澀	㴔歮歰淴澁瀒𡉔𡷈𣥒𣴻𣹣𣾫𣿠𤁍𰙜𰜀𰜲𡵶𰙩	涩			泣
澂					
澃					
澄	瀓				
澅			𣶩		
澆	𣴹𣷝𣻏𤀴	浇	𬇼		
澇	潦	涝			
澈	𤁲				
澉					
澊					
澋					
澌					
澍	𩆩󰠪				
澎					
澐					
澒			𭱊		
澓					
澕					
澖			𰛵		
澞					
澠	𡽑󰠚󰟿󰠍	渑			
澡					
澢					
澤	㚖𣽎𤀎𨼸滜	泽			
澥					
澦	𤂻	滪			
澧					
澨	𨼹󰠨				
澩	㶅		泶		
澪					
澫			𬇕		
澬					
澭					
澮	巜𣲸𣴯	浍			
澯	𣻬				
澰			𰛲		
澱	𣾮	淀			
澲					
澳	𤀈𤁌				
澴	㶎				
澵					
澶					
澸					
澹	𠸆𣽃󰠞				贍
澺	𣽢				
澻	㴚				
澼	䌟				
澽	𤁴				
澾	𣽑𣾣𣿔𤀱	㳠			
激					
濁		浊			
濂					
濃	𤅌𤅛	浓			
濄			㳡		
濆			𣸣		
濇			𬈧		
濈					
濉					
濊	𤂾𤃴󰠠		𰛦		
濋					
濌					
濍	𣽫𤁬				
濎					
濏					
濔	𤁶𤅤				
濕	𣺯𤂽𦒣	湿			
濖					
濗					
濘	𬈿󰠗	泞			
濙	㶈		𣸨		
濚					
濛	溕	蒙			
濜		浕			
濝					
濞					
濟	㴉済𣳵𣸓𣺴𣽱𣾯𱪏	济		𤀮	
濠					
濡	渪溽𠠐𠤦𩏈				
濢					
濣					
濤	涛涭𣵬𣾭𤁟𤃕				
濥	𤃚				
濦					
濧			㳔		
濨	滋				
濩	𰝵				
濫	𣽦	滥			
濬	䜭𣽊				
濭	𱨚				
濮	䧤𤃙𨽂				
濯					
濰	𣻰	潍			
濱	䧬浜濵頻𣴩𨽗	滨			
濴			𬈜		
濷					
濺	湔	溅			
濼	㴖𤃸	泺			
濾	𤄦	滤			
瀀					
瀁	𤂡		𰜝		
瀃			𣽷		
瀄			𰛤		
瀅		滢			
瀆	凟	渎		𣿦	竇
瀇			㲿		
瀈			𰝍		
瀉		泻			
瀊					
瀋	㕴	沈			
瀌					
瀍	𤄊			湹	
瀎					
瀏	𤄉	浏			
瀑	𤄗󰠡				
瀔				濲	
瀕	䧬頻𩕨	濒		𤄹𩓯𩔤	
瀖					
瀗					
瀘		泸			
瀙			𰜜		
瀚	澣				
瀛	瀛				
瀜					
瀝	𤁋𤃹󰠭	沥			
瀟	潚𤂣𤄙	潇	𰝞		
瀡	㵦𣿂				
瀢	濻		𬉋		
瀣	󰠩				
瀤	󰠦				
瀦	潴			𤃣	
瀧	滝	泷			
瀨	瀬	濑			
瀩			𬉏		
瀫					
瀯	瀠		潆𰝅		
瀰	㳽𣴱	弥			
瀱	𣽄𤄨				
瀲	㶑𭳮	潋			
瀳	𣿕				
瀴			𰜳		
瀵	𤀬𤄪		𬉂		
瀶	溓𣻙𤄈				
瀷					
瀸	瀐				
瀹	㵸𤅢𤅰				
瀺	𤀧				
瀻					
瀼	𤅑				
瀽					
瀾	漣	澜			
瀿					
灂	𤅥𤅪𤅯				
灃		沣			
灄		滠			
灅	㵽				
灆					
灈					
灉	澭				
灊	𤄵𨽨				
灌	樌潅𤂦				
灑	𣶇𤂢	洒			
灒	淺湔濺濽𠵖		𪷽		
灓	𤅇		𰛪		
灕		漓			
灖					
灗					
灘	潬𤁤𤅩𤅼𤅽	滩	𭰥		
灙			𣺼		
灚					
灛					
灝		灏			
灞	𰝲				
灟			𭲫		
灠			𰜐		
灡			𬉠		
灢					
灣	湾𡿞				
灤		滦			
灥					
灦			𰝤		
灩	淡灎灔灧𤄝𤅿	滟			
灪					
火	灬煷𤆄				
灬					
灯					
灰	𤆆灰				
灱	灲熇				
灴					
灵					
灷	𤆽				
灸	㡱𤆐				
灹					
灺	㶦炧炨				
灼	燋				
災	灾烖菑𢎇𣏹𤆄𤆋𤆎𤆲𤈮𤉣𥘑𥘔𦵰𧀗𨉇𨓌災𤉣𰝸𱰭				
炂					
炃	燌		𰞻		
炄	𣅴				
炅					
炆					
炊	𣣛				
炋	㶨				
炌					
炍					
炎	炏𤆌				
炐					
炑					
炒	㶤㷅槱焣禉𢐨𢐺𤈓𤈗𤈨𤊛𤊝𤌉𤌽𤑡𤑵𩰸𩱂𩱈𰟌		𱆍	𤌖𥟁	
炓					
炔	𤆿				
炕	匟坑𤇛𤊚𤌁				
炖	燉𤆚				
炙	䏑熫𤐬𤒗𦛧𦜡				
炟	𤉊				
炠					
炡					
炢					
炣					
炤					
炥	𤇝				
炦					
炩					
炪					
炫					
炬	𤉝𥬙				
炭	𡵼				
炮	炰				
炯	烱				
炰				𤈖	
炱	㸀炲𤆃𤊜𤒞𨐹			𤐮	
炳	昞昺𠒝				
炴					
炵					
炷					
炸					
炻					
炾					
烀					
烄	敥𤉧𤎦𤐳			𢽻𤉺	
烅					
烆					
烇					
烈	煭𤈘𤉩𤋴𤎁				
烊					
烋	𤈢				咻
烌					
烍					
烏	𠂶𤚶𥾪𰠺	乌			
烐					
烑					
烒					
烓	𤌒				
烔	燑爞				
烕	𤇳				
烗	炏𤈪				
烘	𧇲𧇺𰃍				
烙					
烚					
烜	𤉑			𤌓	
烝	㷥𤇶				
烞					
烟	㷑𤊗𤎟				
烠					
烢					
烤					
烯					
烰					
烲	焎𤈱				
烳					
烴		烃			
烵					
烶					
烷					
烸					
烹	亨𨢶𩱋			𩱀	
烺					
烻					
烼	𤊺				
烽	㶻㷭炐熢𤑊				
烿					
焀					
焁					
焂					
焃					
焄					
焅					
焆					
焇					
焉	𤇟𩾏				
焊					
焋					
焌	燇				
焍					
焏					
焐					
焓					
焕	烉𤎈				
焗					
焙	𤉮𤊷				
焚	㷊炃燌燓燔𤆶		𰞻		
焛	𤌎				
焜	熴				
焝					
焞	𤑴				
焟	𣈏𤎳				
焠					
無	无橆𠘩𠘻𡙻𢋹𣄯𣑨𣚨𣠮𤀢𤍍𰙄𰙈󰲖				亡
焢					
焣					
焥					
焦	㸈𤊙𤓪𤓬				
焧				𤊘	
焨					
焩					
焪	熍				
焫					
焬					
焭	㷀		𦬮		
焮	炘				
焯	𤎙				
焰	㷔㷿熆燄爓𤒦𦥿𩸥𤐞		𰟘	𤒡𤒰	
焱					
焲	焬焱				
焵					
然	㸐嘫𤓉𤟙𧆋		𬊾		
焷					
焸	焽				
焺					
焻					
煁					
煂					
煃					
煄					
煅				𤊳	
煆					
煇	煒𤑱		𪸩		
煈					
煉	𥒯𧹩𧹯	炼			
煋					
煌	䪄熿𤌼𪏥				
煍					
煎	㷙𤌺𤎴𤎵				
煏	㷶𤌈𤏛𤏹𤐧𤓜𥣇𥻅			𤎪	
煐					
煒	㙔韑	炜	𰉘		
煓					
煔	㶰㶺炶𤊼				
煖	煊𤏙				
煗	𢝶				
煘					
煙	㷑烟𠖜𠖣𡇽𡨾𤊗𤎆𤏯				
煚	燛				
煛					
煜	焴				
煝					
煞	㬠𢎓𤍁𤑣				
煟					
煠	㴙𤉬				
煢	㒌㷀𠌻𠎽	茕			
煣	楺				
煤	烸				
煦					休
照	㷖昭曌炤燳瞾𢢤𣉬𣊕𣊧𤉎𥊐𥋫𰖥𰖦𰟗󰟗				
煨	燰				
煩		烦			
煪	𤋃				
煬	𤋁𥠜	炀			
煮	䰞煑𢐼𤆯𤑨𩱰				
煯					
煱					
煲					
煳					
煴	煾				
煸					
煹					
煺	㷟𤍐				
煻					
煼			𬊂	𤌖	
煽					
煿	𤍿				
熀					
熁					
熂			𪸕		
熃	𤋄				
熄					
熆	㥺				
熇	焅燆燺𤐟				
熉			𤈶		
熊	𤠗𪏛				
熋					
熌			𤇄		
熎					
熏	燻𡴦𡽽𤑕𨤁			𤋱	煇
熐	𤑺				
熑	燫𤑙				
熒		荧			
